ID Vítima Indiciado/suspeito,AIS,Município de ocorrência,Data da comunicação,Data da ocorrência,Tipo de local,Idade da vítima,Gênero da vítima,Profissão da vítima,faixa etaria
AI0163,AIS 12,Maracanaú,2022-11-10,2022-11-09,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0911,AIS 15,Acarape,2023-05-17,2022-11-11,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0318,AIS 06,Fortaleza,2022-11-18,2022-11-18,RESIDENCIA PARTICULAR,3.0,Masculino,NÃO INFORMADO,Criança
AI0318,AIS 06,Fortaleza,2022-11-18,2022-11-18,RESIDENCIA PARTICULAR,6.0,Feminino,ESTUDANTE,Criança
AI0352,AIS 08,Fortaleza,2022-11-22,2022-11-22,RESIDENCIA PARTICULAR,85.0,Feminino,APOSENTADA,Idoso
AI0506,AIS 13,Cascavel,2022-11-24,2022-11-24,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0820,AIS 19,Mauriti,2022-12-20,2022-11-27,RESIDENCIA PARTICULAR,0.0,Masculino,NÃO INFORMADO,Criança
AI0820,AIS 19,Mauriti,2022-12-20,2022-11-27,RESIDENCIA PARTICULAR,2.0,Feminino,NÃO INFORMADO,Criança
AI0579,AIS 19,Altaneira,2022-12-04,2022-12-04,RESIDENCIA PARTICULAR,13.0,Feminino,NÃO INFORMADO,Adolecencia
AI0257,AIS 06,Fortaleza,2022-12-05,2022-12-05,RESIDENCIA PARTICULAR,14.0,Feminino,NÃO INFORMADO,Adolecencia
AI0588,AIS 14,Guaraciaba do Norte,2022-12-08,2022-12-08,"MERCADO PUBLICO, FEIRA.",41.0,Feminino,CONS. TUTELAR,Adulto
AI0588,AIS 14,Guaraciaba do Norte,2022-12-08,2022-12-08,"MERCADO PUBLICO, FEIRA.",28.0,Masculino,CONSELHEIRO TUTELAR,Adulto
AI0166,AIS 24,Pacatuba,2022-12-10,2022-12-10,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0393,AIS 18,Aracati,2022-12-20,2022-12-13,RESIDENCIA PARTICULAR,5.0,Feminino,ESTUDANTE,Criança
AI0342,AIS 12,Maracanaú,2022-12-16,2022-12-16,RESIDENCIA PARTICULAR,28.0,Feminino,BENEFICIARIA AUXILIO-DOENÇA,Adulto
AI0283,AIS 06,Fortaleza,2022-12-16,2022-12-16,RESIDENCIA PARTICULAR,6.0,Masculino,NÃO INFORMADO,Criança
AI0283,AIS 06,Fortaleza,2022-12-16,2022-12-16,RESIDENCIA PARTICULAR,8.0,Feminino,NÃO INFORMADO,Criança
AI0196,AIS 13,Eusébio,2022-12-18,2022-12-18,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0335,AIS 11,Caucaia,2022-12-20,2022-12-19,ESCOLA/COLÉGIO,9.0,Masculino,NÃO INFORMADO,Criança
AI0412,AIS 19,Araripe,2023-02-15,2022-12-19,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0447,AIS 15,Barreira,2022-12-19,2022-12-19,HABITACAO COLETIVA,,NÃO INFORMADO,NÃO INFORMADO,
AI0018,AIS 09,Fortaleza,2022-12-23,2022-12-19,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0611,AIS 17,Irauçuba,2023-03-01,2022-12-23,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0013,AIS 09,Fortaleza,2023-05-03,2023-01-01,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0416,AIS 19,Araripe,2023-01-25,2023-01-02,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0222,AIS 02,Fortaleza,2023-01-05,2023-01-05,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0011,AIS 03,Fortaleza,2023-01-10,2023-01-10,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0641,AIS 18,Pereiro,2023-07-04,2023-01-15,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0827,AIS 19,Milagres,2023-01-23,2023-01-21,RESIDENCIA PARTICULAR,10.0,Masculino,NÃO INFORMADO,Adolecencia
AI0833,AIS 19,Missão Velha,2023-02-03,2023-01-27,RESIDENCIA PARTICULAR,12.0,Feminino,NÃO INFORMADO,Adolecencia
AI0321,AIS 04,Fortaleza,2023-02-02,2023-02-02,RESIDENCIA PARTICULAR,4.0,Masculino,NÃO INFORMADO,Criança
AI0565,AIS 19,Crato,2023-06-15,2023-02-03,RESIDENCIA PARTICULAR,13.0,Masculino,ESTUDANTE,Adolecencia
AI0575,AIS 19,Araripe,2023-02-05,2023-02-04,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0175,AIS 12,Maracanaú,2024-02-04,2023-02-04,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0223,AIS 01,Fortaleza,2023-02-08,2023-02-05,VIA PUBLICA,22.0,Masculino,NÃO INFORMADO,Jovem
AI0867,AIS 25,Pacajus,2023-02-07,2023-02-07,EDIFICIO PUBLICO,15.0,Feminino,NÃO INFORMADO,Adolecencia
AI0197,AIS 13,Aquiraz,2023-02-12,2023-02-12,VIA PUBLICA,5.0,Masculino,NÃO INFORMADO,Criança
AI0739,AIS 18,Iracema,2023-03-03,2023-02-15,RESIDENCIA PARTICULAR,3.0,Feminino,NÃO INFORMADO,Criança
AI0903,AIS 20,Quixadá,2023-02-22,2023-02-17,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0871,AIS 23,Paracuru,2023-02-21,2023-02-20,RESIDENCIA PARTICULAR,,Feminino,NÃO INFORMADO,
AI0233,AIS 04,Fortaleza,2023-02-20,2023-02-20,PRACA,2.0,Masculino,NÃO INFORMADO,Criança
AI0109,AIS 06,Fortaleza,2023-02-26,2023-02-25,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0401,AIS 18,Aracati,2023-07-11,2023-03-01,RESIDENCIA PARTICULAR,17.0,Feminino,NÃO INFORMADO,Jovem
AI0308,AIS 10,Fortaleza,2023-03-17,2023-03-17,RESIDENCIA PARTICULAR,5.0,Feminino,NÃO INFORMADO,Criança
AI0308,AIS 10,Fortaleza,2023-03-17,2023-03-17,RESIDENCIA PARTICULAR,9.0,Masculino,NÃO INFORMADO,Criança
AI0147,AIS 12,Maracanaú,2023-03-19,2023-03-19,RESIDENCIA PARTICULAR,16.0,Feminino,ESTUDANTE,Jovem
AI0147,AIS 12,Maracanaú,2023-03-19,2023-03-19,RESIDENCIA PARTICULAR,14.0,Feminino,Não informado,Adolecencia
AI0147,AIS 12,Maracanaú,2023-03-19,2023-03-19,RESIDENCIA PARTICULAR,8.0,Feminino,Não informado,Criança
AI0601,AIS 25,Horizonte,2023-05-09,2023-03-20,RESIDENCIA PARTICULAR,13.0,Feminino,NÃO INFORMADO,Adolecencia
AI0834,AIS 19,Missão Velha,2023-03-22,2023-03-20,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1164,AIS 16,Crateús,2023-03-23,2023-03-23,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0795,AIS 21,Jucás,2023-04-03,2023-03-27,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0353,AIS 05,Fortaleza,2023-04-04,2023-04-04,RESIDENCIA PARTICULAR,56.0,Feminino,NÃO INFORMADO,Adulto
AI1044,AIS 14,Tianguá,2023-04-06,2023-04-06,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1065,AIS 23,Paracuru,2023-04-08,2023-04-08,RESIDENCIA PARTICULAR,12.0,Feminino,NÃO INFORMADO,Adolecencia
AI1065,AIS 23,Paracuru,2023-04-08,2023-04-08,RESIDENCIA PARTICULAR,15.0,Feminino,ESTUDANTE,Adolecencia
AI0633,AIS 17,Itarema,2023-04-08,2023-04-08,RESIDENCIA PARTICULAR,2.0,Masculino,NÃO INFORMADO,Criança
AI0885,AIS 17,Pentecoste,2023-04-13,2023-04-13,RESIDENCIA PARTICULAR,5.0,Feminino,ESTUDANTE,Criança
AI1094,AIS 16,Varjota,2023-07-12,2023-04-14,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0983,AIS 20,Senador Pompeu,2023-04-17,2023-04-17,RESIDENCIA PARTICULAR,4.0,Masculino,NÃO INFORMADO,Criança
AI0374,AIS 18,Alto Santo,2023-05-04,2023-04-18,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0126,AIS 11,Caucaia,2023-04-18,2023-04-18,ESCOLA/COLÉGIO,,NÃO INFORMADO,NÃO INFORMADO,
AI0103,AIS 07,Fortaleza,2023-04-19,2023-04-19,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1083,AIS 17,Uruburetama,2023-09-19,2023-04-20,RESIDENCIA PARTICULAR,16.0,Feminino,ESTUDANTE,Jovem
AI0047,AIS 07,Fortaleza,2023-04-21,2023-04-21,NÃO INFORMADO,,NÃO INFORMADO,NÃO INFORMADO,
AI0599,AIS 25,Horizonte,2023-04-23,2023-04-23,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0891,AIS 17,Pentecoste,2023-12-14,2023-04-24,RESIDENCIA PARTICULAR,71.0,Feminino,AGRICULTOR(A),Idoso
AI0893,AIS 17,Pentecoste,2023-05-25,2023-04-24,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0296,AIS 05,Fortaleza,2025-07-08,2023-04-26,"HOSPITAL, CLINICA, ETC",0.0,Feminino,NÃO INFORMADO,Criança
AI0014,AIS 09,Fortaleza,2023-05-04,2023-04-29,RESIDENCIA PARTICULAR,10.0,Feminino,ESTUDANTE,Adolecencia
AI0235,AIS 09,Fortaleza,2023-04-30,2023-04-30,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0707,AIS 16,Independência,2023-05-12,2023-05-12,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0995,AIS 14,Meruoca,2023-05-15,2023-05-14,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0194,AIS 13,Eusébio,2023-05-14,2023-05-14,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1120,AIS 13,Pindoretama,2023-08-03,2023-05-15,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0680,AIS 21,Acopiara,2023-05-21,2023-05-20,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0967,AIS 22,Piquet Carneiro,2023-05-25,2023-05-25,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1137,AIS 15,Canindé,2023-06-06,2023-06-06,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0899,AIS 20,Quixadá,2023-06-10,2023-06-10,VIA PUBLICA,,Masculino,NÃO INFORMADO,
AI1151,AIS 19,Juazeiro do Norte,2023-06-14,2023-06-13,RESIDENCIA PARTICULAR,33.0,Feminino,DO LAR,Adulto
AI0990,AIS 14,Sobral,2023-06-16,2023-06-15,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0908,AIS 22,Quiterianópolis,2023-06-22,2023-06-19,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0969,AIS 22,Piquet Carneiro,2023-06-21,2023-06-21,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0208,AIS 05,Fortaleza,2023-06-26,2023-06-25,RESIDENCIA PARTICULAR,2.0,Feminino,SEM PROFISSÃO,Criança
AI1072,AIS 14,Ubajara,2023-07-03,2023-07-02,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0914,AIS 15,Redenção,2023-07-04,2023-07-04,"CONVENTO,IGREJA,ETC.",,NÃO INFORMADO,NÃO INFORMADO,
AI0796,AIS 21,Jucás,2023-07-04,2023-07-04,RESIDENCIA PARTICULAR,3.0,Feminino,NÃO INFORMADO,Criança
AI0796,AIS 21,Jucás,2023-07-04,2023-07-04,RESIDENCIA PARTICULAR,6.0,Masculino,NÃO INFORMADO,Criança
AI0346,AIS 24,Pacatuba,2023-07-05,2023-07-05,RESIDENCIA PARTICULAR,12.0,Feminino,NÃO INFORMADO,Adolecencia
AI0346,AIS 24,Pacatuba,2023-07-05,2023-07-05,RESIDENCIA PARTICULAR,18.0,Feminino,DESEMPREGADA,Jovem
AI0879,AIS 20,Pedra Branca,2023-07-13,2023-07-11,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0657,AIS 18,Icapuí,2023-07-27,2023-07-12,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0431,AIS 19,Assaré,2023-07-17,2023-07-17,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0398,AIS 07,Fortaleza,2023-07-25,2023-07-25,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0615,AIS 17,Itapajé,2023-07-31,2023-07-31,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0921,AIS 18,Quixeré,2023-11-13,2023-08-01,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1047,AIS 14,Frecheirinha,2024-01-29,2023-08-01,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0902,AIS 20,Senador Pompeu,2023-08-06,2023-08-06,RESIDENCIA PARTICULAR,11.0,Masculino,ESTUDANTE,Adolecencia
AI1027,AIS 14,Ibiapina,2023-08-19,2023-08-19,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0129,AIS 11,Caucaia,2023-08-20,2023-08-20,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0877,AIS 23,Paraipaba,2023-08-22,2023-08-22,RESIDENCIA PARTICULAR,10.0,Masculino,NÃO INFORMADO,Adolecencia
AI0877,AIS 23,Paraipaba,2023-08-22,2023-08-22,RESIDENCIA PARTICULAR,11.0,Feminino,NÃO INFORMADO,Adolecencia
AI0603,AIS 25,Horizonte,2023-08-22,2023-08-22,"HOSPITAL, CLINICA, ETC",,NÃO INFORMADO,NÃO INFORMADO,
AI0660,AIS 21,Icó,2023-09-01,2023-09-01,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0689,AIS 21,Iguatu,2023-09-11,2023-09-11,ESCOLA/COLÉGIO,,NÃO INFORMADO,NÃO INFORMADO,
AI0061,AIS 12,Maracanaú,2023-09-12,2023-09-12,RESIDENCIA PARTICULAR,16.0,Feminino,NÃO INFORMADO,Jovem
AI1028,AIS 14,Carnaubal,2023-09-16,2023-09-16,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0883,AIS 19,Penaforte,2023-09-21,2023-09-19,VAN,5.0,Feminino,NÃO INFORMADO,Criança
AI0785,AIS 19,Juazeiro do Norte,2023-09-24,2023-09-22,RESIDENCIA PARTICULAR,4.0,Masculino,ESTUDANTE,Criança
AI0785,AIS 19,Juazeiro do Norte,2023-09-24,2023-09-22,RESIDENCIA PARTICULAR,7.0,Feminino,ESTUDANTE,Criança
AI0785,AIS 19,Juazeiro do Norte,2023-09-24,2023-09-22,RESIDENCIA PARTICULAR,24.0,Feminino,VENDEDORA,Jovem
AI0392,AIS 17,Amontada,2023-10-02,2023-09-28,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1121,AIS 13,Pindoretama,2023-10-02,2023-10-02,RESIDENCIA PARTICULAR,13.0,Feminino,NÃO INFORMADO,Adolecencia
AI1121,AIS 13,Pindoretama,2023-10-02,2023-10-02,RESIDENCIA PARTICULAR,10.0,Feminino,ESTUDANTE,Adolecencia
AI1029,AIS 14,Frecheirinha,2023-10-03,2023-10-03,RESIDENCIA PARTICULAR,1.0,Masculino,NÃO INFORMADO,Criança
AI0865,AIS 25,Pacajus,2023-10-04,2023-10-04,PRACA,,NÃO INFORMADO,NÃO INFORMADO,
AI0137,AIS 23,Paracuru,2023-10-11,2023-10-11,RESIDENCIA PARTICULAR,10.0,Feminino,NÃO INFORMADO,Adolecencia
AI0137,AIS 23,Paracuru,2023-10-11,2023-10-11,RESIDENCIA PARTICULAR,3.0,Masculino,NÃO INFORMADO,Criança
AI0326,AIS 21,Iguatu,2025-05-22,2023-10-11,RESIDENCIA PARTICULAR,8.0,Feminino,ESTUDANTE,Criança
AI1098,AIS 21,Várzea Alegre,2023-10-15,2023-10-15,RESIDENCIA PARTICULAR,5.0,Feminino,NÃO INFORMADO,Criança
AI0216,AIS 10,Fortaleza,2023-10-21,2023-10-21,CASA COMERCIAL,2.0,Feminino,NÃO INFORMADO,Criança
AI0135,AIS 11,Caucaia,2023-10-21,2023-10-21,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0909,AIS 22,Quiterianópolis,2023-10-26,2023-10-25,RESIDENCIA PARTICULAR,3.0,Masculino,NÃO INFORMADO,Criança
AI0044,AIS 07,Fortaleza,2023-10-27,2023-10-27,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0218,AIS 06,Fortaleza,2023-10-28,2023-10-28,VIA PUBLICA,2.0,Feminino,NÃO INFORMADO,Criança
AI0337,AIS 11,Caucaia,2023-10-31,2023-10-31,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0220,AIS 09,Fortaleza,2023-11-05,2023-11-05,RESIDENCIA PARTICULAR,25.0,Feminino,POLICIAL MILITAR,Jovem
AI0220,AIS 09,Fortaleza,2023-11-05,2023-11-05,RESIDENCIA PARTICULAR,6.0,Masculino,NÃO INFORMADO,Criança
AI0220,AIS 09,Fortaleza,2023-11-05,2023-11-05,RESIDENCIA PARTICULAR,4.0,Masculino,NÃO INFORMADO,Criança
AI0220,AIS 09,Fortaleza,2023-11-05,2023-11-05,RESIDENCIA PARTICULAR,8.0,Feminino,NÃO INFORMADO,Criança
AI0221,AIS 10,Fortaleza,2023-11-05,2023-11-05,CASA COMERCIAL,9.0,Masculino,NÃO INFORMADO,Criança
AI0017,AIS 09,Fortaleza,2023-11-10,2023-11-05,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0619,AIS 17,Itapajé,2024-04-09,2023-11-07,RESIDENCIA PARTICULAR,5.0,Masculino,NÃO INFORMADO,Criança
AI0619,AIS 17,Itapajé,2024-04-09,2023-11-07,RESIDENCIA PARTICULAR,2.0,Masculino,NÃO INFORMADO,Criança
AI0425,AIS 21,Tarrafas,2024-01-18,2023-11-09,VIA PUBLICA,9.0,Feminino,NÃO INFORMADO,Criança
AI0425,AIS 21,Tarrafas,2024-01-18,2023-11-09,VIA PUBLICA,12.0,Feminino,ESTUDANTE,Adolecencia
AI0856,AIS 21,Orós,2024-04-17,2023-11-09,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0854,AIS 18,Fortim,2023-11-13,2023-11-12,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0905,AIS 20,Choró,2024-04-24,2023-11-17,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0709,AIS 16,Independência,2024-02-19,2023-11-20,RESIDENCIA PARTICULAR,75.0,Feminino,AGRICULTOR(A),Idoso
AI0661,AIS 21,Icó,2023-11-23,2023-11-23,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI1150,AIS 18,Quixeré,2023-11-23,2023-11-23,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0701,AIS 21,Várzea Alegre,2023-11-26,2023-11-26,RESIDENCIA PARTICULAR,9.0,Masculino,NÃO INFORMADO,Criança
AI0701,AIS 21,Várzea Alegre,2023-11-26,2023-11-26,RESIDENCIA PARTICULAR,2.0,Masculino,NÃO INFORMADO,Criança
AI0701,AIS 21,Várzea Alegre,2023-11-26,2023-11-26,RESIDENCIA PARTICULAR,4.0,Feminino,NÃO INFORMADO,Criança
AI0701,AIS 21,Várzea Alegre,2023-11-26,2023-11-26,RESIDENCIA PARTICULAR,6.0,Feminino,NÃO INFORMADO,Criança
AI1034,AIS 16,Ipu,2023-12-01,2023-12-01,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1004,AIS 18,Tabuleiro do Norte,2024-01-12,2023-12-02,RESIDENCIA PARTICULAR,,Feminino,NÃO INFORMADO,
AI1004,AIS 18,Tabuleiro do Norte,2024-01-12,2023-12-02,RESIDENCIA PARTICULAR,1.0,Masculino,NÃO INFORMADO,Criança
AI1019,AIS 22,Tauá,2023-12-05,2023-12-04,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0406,AIS 18,Aracati,2024-03-04,2023-12-07,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1089,AIS 17,Uruburetama,2024-02-29,2023-12-10,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1005,AIS 18,Tabuleiro do Norte,2024-02-01,2023-12-16,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0225,AIS 04,Fortaleza,2023-12-26,2023-12-26,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0451,AIS 15,Baturité,2023-12-28,2023-12-28,RESIDENCIA PARTICULAR,,Masculino,NÃO INFORMADO,
AI0389,AIS 17,Amontada,2024-01-16,2023-12-28,RESIDENCIA PARTICULAR,2.0,Feminino,NÃO INFORMADO,Criança
AI0389,AIS 17,Amontada,2024-01-16,2023-12-28,RESIDENCIA PARTICULAR,8.0,Feminino,NÃO INFORMADO,Criança
AI0389,AIS 17,Amontada,2024-01-16,2023-12-28,RESIDENCIA PARTICULAR,6.0,Feminino,NÃO INFORMADO,Criança
AI1037,AIS 14,Frecheirinha,2023-12-29,2023-12-29,VIA PUBLICA,4.0,Masculino,NÃO INFORMADO,Criança
AI1037,AIS 14,Frecheirinha,2023-12-29,2023-12-29,VIA PUBLICA,0.0,Masculino,NÃO INFORMADO,Criança
AI1037,AIS 14,Frecheirinha,2023-12-29,2023-12-29,VIA PUBLICA,7.0,Masculino,NÃO INFORMADO,Criança
AI1037,AIS 14,Frecheirinha,2023-12-29,2023-12-29,VIA PUBLICA,1.0,Masculino,NÃO INFORMADO,Criança
AI1064,AIS 23,Paracuru,2023-12-30,2023-12-30,RESIDENCIA PARTICULAR,2.0,Masculino,NÃO INFORMADO,Criança
AI0395,AIS 18,Aracati,2024-01-09,2023-12-31,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0763,AIS 19,Juazeiro do Norte,2024-01-07,2024-01-06,VIA PUBLICA,6.0,Masculino,NÃO INFORMADO,Criança
AI0895,AIS 20,Ibaretama,2024-01-08,2024-01-07,RESIDENCIA PARTICULAR,8.0,Feminino,NÃO INFORMADO,Criança
AI0895,AIS 20,Ibaretama,2024-01-08,2024-01-07,RESIDENCIA PARTICULAR,,Feminino,NÃO INFORMADO,
AI0895,AIS 20,Ibaretama,2024-01-08,2024-01-07,RESIDENCIA PARTICULAR,,Feminino,NÃO INFORMADO,
AI0428,AIS 21,Tarrafas,2024-08-15,2024-01-12,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0667,AIS 21,Icó,2024-01-14,2024-01-14,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0857,AIS 21,Orós,2024-04-17,2024-01-17,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0913,AIS 15,Redenção,2024-01-18,2024-01-18,CASA COMERCIAL,9.0,Masculino,NÃO INFORMADO,Criança
AI1036,AIS 14,Frecheirinha,2024-02-06,2024-01-25,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0325,AIS 21,Iguatu,2024-01-26,2024-01-26,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0173,AIS 12,Maracanaú,2024-02-03,2024-01-26,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0819,AIS 19,Mauriti,2024-12-30,2024-01-29,RESIDENCIA PARTICULAR,14.0,Feminino,NÃO INFORMADO,Adolecencia
AI0819,AIS 19,Mauriti,2024-12-30,2024-01-29,RESIDENCIA PARTICULAR,9.0,Feminino,NÃO INFORMADO,Criança
AI0819,AIS 19,Mauriti,2024-12-30,2024-01-29,RESIDENCIA PARTICULAR,12.0,Feminino,NÃO INFORMADO,Adolecencia
AI0169,AIS 12,Maracanaú,2024-01-30,2024-01-29,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI1035,AIS 14,Frecheirinha,2024-02-02,2024-02-01,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0212,AIS 04,Fortaleza,2024-02-01,2024-02-01,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0214,AIS 08,Fortaleza,2024-02-04,2024-02-04,VIA PUBLICA,15.0,Masculino,NÃO INFORMADO,Adolecencia
AI0582,AIS 19,Farias Brito,2024-02-16,2024-02-05,RESIDENCIA PARTICULAR,8.0,Feminino,ESTUDANTE,Criança
AI1011,AIS 16,Tamboril,2024-02-05,2024-02-05,RESIDENCIA PARTICULAR,4.0,Feminino,NÃO INFORMADO,Criança
AI1011,AIS 16,Tamboril,2024-02-05,2024-02-05,RESIDENCIA PARTICULAR,8.0,Feminino,NÃO INFORMADO,Criança
AI1011,AIS 16,Tamboril,2024-02-05,2024-02-05,RESIDENCIA PARTICULAR,2.0,Feminino,NÃO INFORMADO,Criança
AI0145,AIS 12,Maracanaú,2024-02-11,2024-02-11,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1006,AIS 18,Tabuleiro do Norte,2024-02-14,2024-02-14,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0030,AIS 06,Fortaleza,2024-03-11,2024-03-04,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1007,AIS 18,Tabuleiro do Norte,2024-03-04,2024-03-04,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0238,AIS 06,Fortaleza,2024-03-08,2024-03-08,RESIDENCIA PARTICULAR,8.0,Masculino,NÃO INFORMADO,Criança
AI1134,AIS 20,Quixadá,2024-03-09,2024-03-09,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0839,AIS 22,Mombaça,2024-03-11,2024-03-11,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0433,AIS 21,Tarrafas,2025-01-17,2024-03-14,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1135,AIS 16,Crateús,2024-03-16,2024-03-16,"BAR, RESTAURANTE, ETC",,NÃO INFORMADO,NÃO INFORMADO,
AI0411,AIS 18,Aracati,2024-05-07,2024-03-20,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
